releaseTimes,processingTimes,jobs,gurobi interrupted,bnb interrupted,gurobiSolution,bnbSolution,gurobiTime,bnbTime
releasesCloseToZero,processingUniform,26,False,False,6813.0,6813,0.666,0.0192
releasesCloseToZero,processingUniform,28,False,False,6141.0,6141,2.801,0.0129
releasesCloseToZero,processingUniform,28,False,False,7348.0,7348,0.0971,0.0213
releasesCloseToZero,processingUniform,3,False,False,155.0,155,0.0022,0.0006
releasesCloseToZero,processingUniform,29,False,False,7913.0,7913,7.4666,0.0282
releasesCloseToZero,processingUniform,4,False,False,321.0,321,0.003,0.0007
releasesCloseToZero,processingUniform,5,False,False,217.0,217,0.01,0.0011
releasesCloseToZero,processingUniform,5,False,False,144.0,144,0.0048,0.0007
releasesCloseToZero,processingUniform,6,False,False,397.0,397,0.0047,0.0009
releasesCloseToZero,processingUniform,8,False,False,253.0,253,0.0141,0.0045
releasesCloseToZero,processingUniform,9,False,False,686.0,686,0.0834,0.0014
