releaseTimes,processingTimes,jobs,gurobi interrupted,bnb interrupted,gurobiSolution,bnbSolution,gurobiTime,bnbTime
releasesCloseToZero,processingUniform,22,False,False,10177.0,10177,0.0642,0.0121
releasesCloseToZero,processingUniform,23,False,False,9938.0,9938,0.5373,0.0116
releasesCloseToZero,processingUniform,24,False,False,8815.0,8815,18.3236,0.0084
releasesCloseToZero,processingUniform,25,False,False,10073.0,10073,3.3003,0.0128
releasesCloseToZero,processingUniform,26,False,False,18318.0,18318,0.0754,0.013
releasesCloseToZero,processingUniform,27,False,False,11282.0,11282,8.2415,0.0225
releasesCloseToZero,processingUniform,26,False,False,12408.0,12408,50.0237,0.0108
releasesCloseToZero,processingUniform,29,False,False,15742.0,15742,36.8269,0.0307
releasesCloseToZero,processingUniform,3,False,False,184.0,184,0.0012,0.0007
releasesCloseToZero,processingUniform,30,True,False,12807.0,12807,60.0,0.0428
releasesCloseToZero,processingUniform,4,False,False,243.0,243,0.002,0.0007
releasesCloseToZero,processingUniform,5,False,False,698.0,698,0.0071,0.0007
releasesCloseToZero,processingUniform,6,False,False,1105.0,1105,0.0081,0.0008
releasesCloseToZero,processingUniform,7,False,False,1301.0,1301,0.1013,0.001
releasesCloseToZero,processingUniform,7,False,False,1217.0,1217,0.0181,0.0009
releasesCloseToZero,processingUniform,9,False,False,1398.0,1398,0.0539,0.002
releasesFarFromZero,processingHighVariance,10,False,False,3048.0,3048,0.07,0.0036
releasesFarFromZero,processingHighVariance,10,False,False,3338.0,3338,0.2911,0.0016
releasesFarFromZero,processingHighVariance,12,False,False,5363.0,5363,0.7791,0.002
releasesFarFromZero,processingHighVariance,13,False,False,5357.0,5357,0.2743,0.0042
releasesFarFromZero,processingHighVariance,14,False,False,5756.0,5756,0.1601,0.0245
releasesFarFromZero,processingHighVariance,15,True,False,6557.0,6557,60.0,0.0196
releasesFarFromZero,processingHighVariance,15,False,False,6313.0,6313,1.2636,0.0284
releasesFarFromZero,processingHighVariance,17,False,False,8113.0,8113,0.2932,0.0172
releasesFarFromZero,processingHighVariance,18,False,False,8371.0,8371,2.3653,0.0527
releasesFarFromZero,processingHighVariance,18,True,False,7635.0,7635,60.0,0.0919
releasesFarFromZero,processingHighVariance,2,False,True,312.0,inf,0.0011,60.0
releasesFarFromZero,processingHighVariance,20,False,False,11139.0,11139,2.7623,0.0264
releasesFarFromZero,processingHighVariance,19,False,False,8452.0,8452,0.8538,0.0417
releasesFarFromZero,processingHighVariance,21,False,False,11084.0,11084,0.8112,0.1528
releasesFarFromZero,processingHighVariance,23,False,False,14383.0,14383,2.3589,0.0835
releasesFarFromZero,processingHighVariance,24,False,False,16670.0,16670,30.0821,0.0605
releasesFarFromZero,processingHighVariance,25,True,False,17762.0,17748,60.0,0.0726
releasesFarFromZero,processingHighVariance,25,False,False,15609.0,15609,4.9203,0.0888
releasesFarFromZero,processingHighVariance,27,False,False,19205.0,19205,0.4839,0.0968
releasesFarFromZero,processingHighVariance,27,False,False,18094.0,18094,3.5959,0.0995
releasesFarFromZero,processingHighVariance,28,True,False,21797.0,21797,60.0,0.0859
releasesFarFromZero,processingHighVariance,3,False,False,447.0,447,0.0011,0.0005
releasesFarFromZero,processingHighVariance,28,True,False,19010.0,19010,60.0,0.2554
releasesFarFromZero,processingHighVariance,4,False,False,774.0,774,0.007,0.0009
releasesFarFromZero,processingHighVariance,5,False,False,1438.0,1438,0.0123,0.0009
releasesFarFromZero,processingHighVariance,6,False,False,1211.0,1211,0.0041,0.0016
releasesFarFromZero,processingHighVariance,7,False,False,2037.0,2037,0.0359,0.0017
releasesFarFromZero,processingHighVariance,8,False,False,2768.0,2768,0.0551,0.0022
releasesFarFromZero,processingHighVariance,9,False,True,2506.0,inf,0.1025,60.0
releasesFarFromZero,processingLowVariance,10,False,False,3236.0,3236,0.017,0.003
releasesFarFromZero,processingLowVariance,11,False,False,3840.0,3840,0.179,0.0065
releasesFarFromZero,processingLowVariance,12,False,False,4483.0,4483,0.0243,0.0051
releasesFarFromZero,processingLowVariance,13,False,False,5122.0,5122,0.0686,0.0062
releasesFarFromZero,processingLowVariance,14,False,False,5891.0,5891,0.8106,0.0067
releasesFarFromZero,processingLowVariance,15,False,False,6806.0,6806,0.6893,0.0145
releasesFarFromZero,processingLowVariance,16,False,False,7595.0,7595,0.0239,0.0109
releasesFarFromZero,processingLowVariance,17,False,False,8366.0,8366,2.891,0.0161
releasesFarFromZero,processingLowVariance,18,True,False,9698.0,9698,60.0,0.017
releasesFarFromZero,processingLowVariance,19,False,False,10419.0,10419,0.0434,0.0285
releasesFarFromZero,processingLowVariance,2,False,False,311.0,311,0.0007,0.0009
releasesFarFromZero,processingLowVariance,20,True,False,11315.0,11315,60.0,0.0235
releasesFarFromZero,processingLowVariance,21,True,False,12535.0,12535,60.0,0.0525
releasesFarFromZero,processingLowVariance,22,False,False,13505.0,13505,0.2271,0.0837
releasesFarFromZero,processingLowVariance,23,False,False,14698.0,14698,18.5138,0.0424
releasesFarFromZero,processingLowVariance,24,True,False,15952.0,15952,60.0,0.0323
releasesFarFromZero,processingLowVariance,25,True,False,17348.0,17348,60.0,0.0567
releasesFarFromZero,processingLowVariance,26,False,False,18584.0,18584,0.1146,0.0965
releasesFarFromZero,processingLowVariance,27,True,False,19853.0,19853,60.0,0.0614
releasesFarFromZero,processingLowVariance,28,False,False,21211.0,21211,0.183,0.051
releasesFarFromZero,processingLowVariance,29,True,False,22779.0,22779,60.0,0.084
releasesFarFromZero,processingLowVariance,3,False,False,508.0,508,0.0019,0.0007
releasesFarFromZero,processingLowVariance,30,True,False,24496.0,24496,60.0,0.0782
releasesFarFromZero,processingLowVariance,4,False,False,693.0,693,0.0023,0.0009
releasesFarFromZero,processingLowVariance,5,False,False,1008.0,1008,0.0074,0.0007
releasesFarFromZero,processingLowVariance,6,False,False,1452.0,1452,0.0044,0.0012
releasesFarFromZero,processingLowVariance,7,False,False,1744.0,1744,0.0077,0.0019
releasesFarFromZero,processingLowVariance,8,False,False,2246.0,2246,0.0109,0.0017
releasesFarFromZero,processingLowVariance,9,False,False,2895.0,2895,0.5449,0.003
releasesFarFromZero,processingUniform,10,False,False,1795.0,1795,0.0459,0.0191
releasesFarFromZero,processingUniform,11,False,False,3539.0,3539,1.0122,0.0044
releasesFarFromZero,processingUniform,12,False,False,3534.0,3534,0.2892,0.0111
releasesFarFromZero,processingUniform,13,False,False,4059.0,4059,1.6176,0.015
releasesFarFromZero,processingUniform,14,False,False,5475.0,5475,1.3142,0.0112
releasesFarFromZero,processingUniform,15,False,False,5912.0,5912,1.1099,0.0216
releasesFarFromZero,processingUniform,16,False,False,5397.0,5397,35.6388,0.043
releasesFarFromZero,processingUniform,17,False,False,5730.0,5730,0.4261,0.3558
releasesFarFromZero,processingUniform,17,False,False,4838.0,4838,0.2732,0.0809
releasesFarFromZero,processingUniform,19,False,False,5805.0,5805,11.9889,0.2898
releasesFarFromZero,processingUniform,2,False,False,537.0,537,0.0007,0.0006
releasesFarFromZero,processingUniform,20,False,False,7423.0,7423,1.8488,0.1054
releasesFarFromZero,processingUniform,21,False,False,9153.0,9153,2.3885,0.129
releasesFarFromZero,processingUniform,22,False,False,9274.0,9274,1.6827,0.3198
releasesFarFromZero,processingUniform,23,True,False,9758.0,9758,60.0,0.1742
releasesFarFromZero,processingUniform,24,False,False,9561.0,9561,8.2542,0.5018
releasesFarFromZero,processingUniform,25,False,False,12789.0,12789,24.1541,1.0062
releasesFarFromZero,processingUniform,26,True,False,12599.0,12599,60.0,0.2504
releasesFarFromZero,processingUniform,27,True,False,15476.0,15442,60.0,0.1514
releasesFarFromZero,processingUniform,28,True,False,16468.0,16468,60.0,0.1728
releasesFarFromZero,processingUniform,29,True,True,18843.0,inf,60.0,60.0
releasesFarFromZero,processingUniform,3,False,False,749.0,749,0.0017,0.0008
releasesFarFromZero,processingUniform,30,True,False,18124.0,18124,60.0,0.3212
releasesFarFromZero,processingUniform,4,False,True,801.0,inf,0.0011,60.0
releasesFarFromZero,processingUniform,5,False,False,887.0,887,0.0042,0.001
releasesFarFromZero,processingUniform,6,False,False,1189.0,1189,0.0339,0.0015
releasesFarFromZero,processingUniform,7,False,False,1322.0,1322,0.0117,0.0033
releasesFarFromZero,processingUniform,8,False,True,1393.0,inf,0.0635,60.0
releasesFarFromZero,processingUniform,9,False,False,2478.0,2478,0.2832,0.0013
releasesHighVariance,processingHighVariance,10,False,False,2474.0,2474,0.1005,0.0061
releasesHighVariance,processingHighVariance,11,False,False,4037.0,4037,0.0233,0.004
releasesHighVariance,processingHighVariance,11,False,False,2850.0,2850,0.2212,0.01
releasesHighVariance,processingHighVariance,12,False,False,5540.0,5540,1.6327,0.0083
releasesHighVariance,processingHighVariance,13,False,False,3548.0,3548,0.1408,0.0243
releasesHighVariance,processingHighVariance,14,False,False,5155.0,5155,2.4772,0.0421
releasesHighVariance,processingHighVariance,16,True,False,9325.0,9325,60.0,0.023
releasesHighVariance,processingHighVariance,16,False,False,5399.0,5399,2.1619,0.0594
releasesHighVariance,processingHighVariance,17,True,False,8741.0,8741,60.0,0.0218
releasesHighVariance,processingHighVariance,18,True,False,10206.0,10206,60.0,0.0073
releasesHighVariance,processingHighVariance,1,False,False,156.0,156,0.0005,0.0004
releasesHighVariance,processingHighVariance,19,False,False,9569.0,9569,2.4218,0.0599
releasesHighVariance,processingHighVariance,19,False,False,8263.0,8263,11.1596,0.0505
releasesHighVariance,processingHighVariance,20,True,False,11956.0,11956,60.0,0.0287
releasesHighVariance,processingHighVariance,23,False,False,11992.0,11992,7.0885,0.0496
releasesHighVariance,processingHighVariance,24,False,False,12155.0,12155,0.3999,0.1863
releasesHighVariance,processingHighVariance,24,True,False,13437.0,13437,60.0,0.0516
releasesHighVariance,processingHighVariance,26,True,False,17197.0,17197,60.0,0.2925
releasesHighVariance,processingHighVariance,27,True,False,18880.0,18880,60.0,0.164
releasesHighVariance,processingHighVariance,28,True,False,23466.0,23459,60.0,0.0238
releasesHighVariance,processingHighVariance,27,True,False,18259.0,18259,60.0,0.0874
releasesHighVariance,processingHighVariance,2,False,False,445.0,445,0.0007,0.0006
releasesHighVariance,processingHighVariance,28,True,False,20379.0,20379,60.0,0.1267
releasesHighVariance,processingHighVariance,4,False,False,716.0,716,0.0018,0.001
releasesHighVariance,processingHighVariance,5,False,False,1117.0,1117,0.0221,0.0008
releasesHighVariance,processingHighVariance,4,False,True,743.0,inf,0.004,60.0
releasesHighVariance,processingHighVariance,6,False,False,1489.0,1489,0.0102,0.0015
releasesHighVariance,processingHighVariance,6,False,False,1336.0,1336,0.0701,0.0012
releasesHighVariance,processingHighVariance,9,False,False,2085.0,2085,0.0166,0.0026
releasesHighVariance,processingLowVariance,9,False,False,2280.0,2280,0.0476,0.0026
releasesHighVariance,processingLowVariance,11,False,False,3461.0,3461,0.0227,0.0077
releasesHighVariance,processingLowVariance,12,False,False,4279.0,4279,7.9019,0.0083
releasesHighVariance,processingLowVariance,12,False,False,3838.0,3838,0.0265,0.0056
releasesHighVariance,processingLowVariance,14,False,False,5480.0,5480,0.0236,0.0066
releasesHighVariance,processingLowVariance,15,False,False,6127.0,6127,1.1231,0.0209
releasesHighVariance,processingLowVariance,16,False,False,6834.0,6834,0.0536,0.0109
releasesHighVariance,processingLowVariance,17,False,False,8049.0,8049,35.4952,0.0583
releasesHighVariance,processingLowVariance,18,False,False,8577.0,8577,21.9337,0.0168
releasesHighVariance,processingLowVariance,19,False,False,9383.0,9383,0.038,0.0218
releasesHighVariance,processingLowVariance,2,False,False,261.0,261,0.0009,0.0004
releasesHighVariance,processingLowVariance,18,False,False,8486.0,8486,0.0407,0.0411
releasesHighVariance,processingLowVariance,21,False,False,11487.0,11487,7.2867,0.1791
releasesHighVariance,processingLowVariance,21,False,False,11500.0,11500,0.9725,0.0147
releasesHighVariance,processingLowVariance,22,False,False,12493.0,12493,6.4791,0.0484
releasesHighVariance,processingLowVariance,23,False,False,13632.0,13632,0.8305,0.0697
releasesHighVariance,processingLowVariance,25,False,False,16464.0,16464,0.1114,0.0395
releasesHighVariance,processingLowVariance,26,True,False,17356.0,17356,60.0,0.4371
releasesHighVariance,processingLowVariance,27,True,False,18892.0,18892,60.0,0.0766
releasesHighVariance,processingLowVariance,28,False,False,20024.0,20022,0.0891,0.1173
releasesHighVariance,processingLowVariance,28,False,False,19812.0,19812,13.2554,0.0882
releasesHighVariance,processingLowVariance,3,False,False,431.0,431,0.0011,0.0006
releasesHighVariance,processingLowVariance,30,False,False,23218.0,23218,0.296,0.1798
releasesHighVariance,processingLowVariance,4,False,False,658.0,658,0.0038,0.0009
releasesHighVariance,processingLowVariance,5,False,False,766.0,766,0.0041,0.001
releasesHighVariance,processingLowVariance,6,False,False,1221.0,1221,0.0041,0.0026
releasesHighVariance,processingLowVariance,7,False,False,1589.0,1589,0.0707,0.0029
releasesHighVariance,processingLowVariance,8,False,False,1973.0,1973,0.0067,0.007
releasesHighVariance,processingLowVariance,9,False,False,2377.0,2377,0.0216,0.0019
releasesHighVariance,processingUniform,10,False,False,1530.0,1530,0.0577,0.009
releasesHighVariance,processingUniform,11,False,False,3050.0,3050,3.5457,0.0019
releasesHighVariance,processingUniform,11,False,False,3239.0,3239,0.0246,0.0042
releasesHighVariance,processingUniform,13,False,False,2900.0,2900,0.1667,0.0329
releasesHighVariance,processingUniform,14,False,False,6021.0,6021,5.9154,0.0106
releasesHighVariance,processingUniform,15,True,True,5267.0,inf,60.0,60.0
releasesHighVariance,processingUniform,15,False,False,5010.0,5010,0.5922,0.0427
releasesHighVariance,processingUniform,17,False,False,5816.0,5816,0.8498,0.0841
releasesHighVariance,processingUniform,18,False,False,6392.0,6392,38.211,0.0855
releasesHighVariance,processingUniform,18,False,False,5100.0,5100,0.5904,0.1544
releasesHighVariance,processingUniform,2,False,True,135.0,inf,0.0007,60.0
releasesHighVariance,processingUniform,19,True,False,7686.0,7686,60.0,0.0365
releasesHighVariance,processingUniform,21,True,False,11798.0,11798,60.0,0.04
releasesHighVariance,processingUniform,21,False,False,9740.0,9740,3.8011,0.0507
releasesHighVariance,processingUniform,23,True,False,10034.0,10034,60.0,0.1911
releasesHighVariance,processingUniform,22,True,False,10124.0,10124,60.0,0.224
releasesHighVariance,processingUniform,24,False,False,14946.0,14946,8.8093,0.028
releasesHighVariance,processingUniform,26,True,False,13928.0,13928,60.0,1.9513
releasesHighVariance,processingUniform,27,True,False,11809.0,11809,60.0,1.3483
releasesHighVariance,processingUniform,27,False,False,13410.0,13410,2.6978,1.2524
releasesHighVariance,processingUniform,28,True,False,13465.0,13210,60.0,0.8334
releasesHighVariance,processingUniform,3,False,False,263.0,263,0.0009,0.0008
releasesHighVariance,processingUniform,29,True,False,16339.0,16339,60.0,1.2102
releasesHighVariance,processingUniform,4,False,True,633.0,inf,0.0075,60.0
releasesHighVariance,processingUniform,4,False,False,631.0,631,0.0021,0.0008
releasesHighVariance,processingUniform,5,False,True,694.0,inf,0.0136,60.0
releasesHighVariance,processingUniform,6,False,False,1370.0,1370,0.0291,0.0013
releasesHighVariance,processingUniform,8,False,False,2305.0,2305,0.0072,0.0015
releasesHighVariance,processingUniform,9,False,False,2080.0,2080,0.6623,0.0039
releasesLowVariance,processingHighVariance,10,False,False,2345.0,2345,0.0434,0.0021
releasesLowVariance,processingHighVariance,11,False,False,4514.0,4514,0.0222,0.0022
releasesLowVariance,processingHighVariance,12,False,False,3803.0,3803,0.0438,0.0019
releasesLowVariance,processingHighVariance,13,False,False,5196.0,5196,0.1397,0.0022
releasesLowVariance,processingHighVariance,13,False,False,6034.0,6034,0.0278,0.0022
releasesLowVariance,processingHighVariance,15,False,False,6357.0,6357,0.0252,0.0028
releasesLowVariance,processingHighVariance,15,False,False,5630.0,5630,0.0197,0.0029
releasesLowVariance,processingHighVariance,17,False,False,9018.0,9018,0.0256,0.0034
releasesLowVariance,processingHighVariance,18,False,False,8380.0,8380,0.1634,0.0038
releasesLowVariance,processingHighVariance,19,False,False,8356.0,8356,0.0786,0.0043
releasesLowVariance,processingHighVariance,2,False,False,223.0,223,0.0007,0.0005
releasesLowVariance,processingHighVariance,20,False,False,11006.0,11006,0.145,0.0051
releasesLowVariance,processingHighVariance,21,False,False,12324.0,12324,0.126,0.0057
releasesLowVariance,processingHighVariance,22,False,False,16358.0,16358,0.0611,0.0068
releasesLowVariance,processingHighVariance,22,False,False,13152.0,13152,0.56,0.0068
releasesLowVariance,processingHighVariance,23,False,False,13926.0,13926,0.0478,0.0068
releasesLowVariance,processingHighVariance,25,False,False,14435.0,14435,0.0475,0.0077
releasesLowVariance,processingHighVariance,26,False,False,20246.0,20246,19.2984,0.0175
releasesLowVariance,processingHighVariance,25,False,False,15772.0,15772,29.6885,0.0117
releasesLowVariance,processingHighVariance,28,False,False,18700.0,18700,7.643,0.0138
releasesLowVariance,processingHighVariance,29,False,False,23840.0,23840,10.3405,0.0151
releasesLowVariance,processingHighVariance,3,False,False,517.0,517,0.001,0.0006
releasesLowVariance,processingHighVariance,30,False,False,19642.0,19642,17.324,0.0342
releasesLowVariance,processingHighVariance,4,False,False,739.0,739,0.003,0.0007
releasesLowVariance,processingHighVariance,5,False,False,915.0,915,0.0082,0.0008
releasesLowVariance,processingHighVariance,6,False,False,1323.0,1323,0.0083,0.001
releasesLowVariance,processingHighVariance,7,False,False,1745.0,1745,0.0045,0.001
releasesLowVariance,processingHighVariance,7,False,False,2058.0,2058,0.0088,0.0011
releasesLowVariance,processingHighVariance,9,False,False,3041.0,3041,0.0199,0.0014
releasesLowVariance,processingLowVariance,10,False,False,3203.0,3203,0.1079,0.0016
releasesLowVariance,processingLowVariance,11,False,False,3830.0,3830,0.0373,0.0018
releasesLowVariance,processingLowVariance,12,False,False,4411.0,4411,0.7094,0.0032
releasesLowVariance,processingLowVariance,13,False,False,5074.0,5074,0.034,0.0031
releasesLowVariance,processingLowVariance,14,False,False,5757.0,5757,0.0247,0.0032
releasesLowVariance,processingLowVariance,15,False,False,6557.0,6557,35.6368,0.0031
releasesLowVariance,processingLowVariance,16,True,False,7416.0,7416,60.0,0.0037
releasesLowVariance,processingLowVariance,17,False,False,8271.0,8271,0.5479,0.0038
releasesLowVariance,processingLowVariance,18,False,False,9226.0,9226,0.0471,0.0045
releasesLowVariance,processingLowVariance,19,True,False,10268.0,10268,60.0,0.0052
releasesLowVariance,processingLowVariance,2,False,False,248.0,248,0.0008,0.0005
releasesLowVariance,processingLowVariance,20,False,False,11326.0,11326,11.2184,0.0074
releasesLowVariance,processingLowVariance,21,False,False,12247.0,12247,0.1584,0.0089
releasesLowVariance,processingLowVariance,22,False,False,13396.0,13396,0.0569,0.0063
releasesLowVariance,processingLowVariance,23,False,False,14635.0,14635,1.427,0.0064
releasesLowVariance,processingLowVariance,24,False,False,15784.0,15784,0.1168,0.0082
releasesLowVariance,processingLowVariance,25,False,False,17125.0,17125,1.0038,0.0092
releasesLowVariance,processingLowVariance,26,False,False,18461.0,18461,0.1087,0.0089
releasesLowVariance,processingLowVariance,27,False,False,19712.0,19712,0.1197,0.0095
releasesLowVariance,processingLowVariance,28,False,False,21237.0,21237,0.0826,0.0105
releasesLowVariance,processingLowVariance,29,True,False,22730.0,22730,60.0,0.0172
releasesLowVariance,processingLowVariance,3,False,False,439.0,439,0.0023,0.0007
releasesLowVariance,processingLowVariance,30,True,False,24115.0,24115,60.0,0.0172
releasesLowVariance,processingLowVariance,4,False,False,683.0,683,0.0034,0.0007
releasesLowVariance,processingLowVariance,5,False,False,973.0,973,0.0092,0.0008
releasesLowVariance,processingLowVariance,6,False,False,1341.0,1341,0.0052,0.0009
releasesLowVariance,processingLowVariance,7,False,False,1692.0,1692,0.0755,0.0012
releasesLowVariance,processingLowVariance,8,False,False,2172.0,2172,0.073,0.0014
releasesLowVariance,processingLowVariance,9,False,False,2667.0,2667,0.0085,0.0015
releasesLowVariance,processingUniform,10,False,False,2737.0,2737,0.0207,0.0016
releasesLowVariance,processingUniform,11,False,False,3031.0,3031,0.0848,0.0018
releasesLowVariance,processingUniform,12,False,False,2812.0,2812,0.0446,0.0021
releasesLowVariance,processingUniform,12,False,False,4638.0,4638,0.0213,0.002
releasesLowVariance,processingUniform,14,False,False,5289.0,5289,0.1593,0.0024
releasesLowVariance,processingUniform,15,False,False,5078.0,5078,0.022,0.0028
releasesLowVariance,processingUniform,16,False,False,4900.0,4900,0.2596,0.0035
releasesLowVariance,processingUniform,17,False,False,6340.0,6340,0.0958,0.0048
releasesLowVariance,processingUniform,17,False,False,6978.0,6978,0.2323,0.0036
releasesLowVariance,processingUniform,19,False,False,5322.0,5322,0.0696,0.0058
releasesLowVariance,processingUniform,2,False,False,224.0,224,0.0007,0.0005
releasesLowVariance,processingUniform,20,False,False,10051.0,10051,0.3327,0.0059
releasesLowVariance,processingUniform,21,False,False,10610.0,10610,2.1816,0.0069
releasesLowVariance,processingUniform,22,False,False,10256.0,10256,0.0627,0.0064
releasesLowVariance,processingUniform,23,False,False,12932.0,12932,0.0536,0.0079
releasesLowVariance,processingUniform,24,False,False,10557.0,10557,0.0677,0.0087
releasesLowVariance,processingUniform,25,False,False,11567.0,11567,0.0922,0.0149
releasesLowVariance,processingUniform,26,False,False,14275.0,14275,5.8891,0.0098
releasesLowVariance,processingUniform,27,False,False,11648.0,11648,0.5304,0.0091
releasesLowVariance,processingUniform,28,False,False,13253.0,13253,0.3464,0.0094
releasesLowVariance,processingUniform,29,True,False,19223.0,19223,60.0,0.0136
releasesLowVariance,processingUniform,2,False,False,143.0,143,0.0017,0.0008
releasesLowVariance,processingUniform,30,True,False,18366.0,18366,60.0,0.0221
releasesLowVariance,processingUniform,4,False,False,718.0,718,0.0024,0.0009
releasesLowVariance,processingUniform,5,False,False,633.0,633,0.0038,0.001
