releaseTimes,processingTimes,jobs,gurobi interrupted,bnb interrupted,gurobiSolution,bnbSolution,gurobiTime,bnbTime
releasesCloseToZero,processingUniform,27,False,False,13445.0,13445,0.074,0.0247
releasesCloseToZero,processingUniform,27,False,False,13284.0,13284,0.0515,0.0167
releasesCloseToZero,processingUniform,29,False,False,14775.0,14775,2.8041,0.0121
releasesCloseToZero,processingUniform,3,False,False,134.0,134,0.0019,0.0005
releasesCloseToZero,processingUniform,30,False,False,17873.0,17873,3.3988,0.0126
releasesCloseToZero,processingUniform,4,False,False,342.0,342,0.0032,0.0008
releasesCloseToZero,processingUniform,5,False,False,562.0,562,0.0096,0.0007
releasesCloseToZero,processingUniform,6,False,False,759.0,759,0.0179,0.0008
releasesCloseToZero,processingUniform,6,False,False,746.0,746,0.0068,0.0008
releasesCloseToZero,processingUniform,8,False,False,1329.0,1329,0.0072,0.0017
releasesCloseToZero,processingUniform,9,False,False,2074.0,2074,0.0087,0.0014
releasesFarFromZero,processingHighVariance,10,False,False,3454.0,3454,0.112,0.0054
releasesFarFromZero,processingHighVariance,11,False,False,5477.0,5477,2.4697,0.0019
releasesFarFromZero,processingHighVariance,12,False,False,4781.0,4781,0.1338,0.0048
releasesFarFromZero,processingHighVariance,13,False,False,5567.0,5567,0.0435,0.01
releasesFarFromZero,processingHighVariance,14,False,False,7619.0,7619,35.4411,0.0068
releasesFarFromZero,processingHighVariance,15,False,False,7593.0,7593,4.7439,0.0055
releasesFarFromZero,processingHighVariance,16,False,False,7407.0,7407,0.3441,0.0408
releasesFarFromZero,processingHighVariance,17,False,False,7091.0,7091,0.03,0.0161
releasesFarFromZero,processingHighVariance,18,False,False,9963.0,9963,6.8532,0.0435
releasesFarFromZero,processingHighVariance,19,False,False,9941.0,9941,0.2101,0.038
releasesFarFromZero,processingHighVariance,2,False,False,498.0,498,0.0007,0.0005
releasesFarFromZero,processingHighVariance,20,False,False,9865.0,9865,0.0974,0.0357
releasesFarFromZero,processingHighVariance,20,False,False,9461.0,9461,0.3695,0.081
releasesFarFromZero,processingHighVariance,21,False,False,11673.0,11673,0.3325,0.0743
releasesFarFromZero,processingHighVariance,23,False,False,13047.0,13047,239.9916,0.103
releasesFarFromZero,processingHighVariance,23,False,False,13592.0,13592,23.4468,0.0286
releasesFarFromZero,processingHighVariance,25,False,False,16454.0,16454,239.9942,0.0516
releasesFarFromZero,processingHighVariance,26,False,False,15212.0,15212,162.0208,0.2208
releasesFarFromZero,processingHighVariance,25,False,False,17109.0,17109,0.1107,0.0751
releasesFarFromZero,processingHighVariance,28,False,False,18608.0,18608,3.6135,0.1614
releasesFarFromZero,processingHighVariance,28,True,False,19347.0,19347,240.0,0.0967
releasesFarFromZero,processingHighVariance,3,False,False,450.0,450,0.0009,0.0008
releasesFarFromZero,processingHighVariance,28,False,False,24878.0,24878,7.0662,0.0503
releasesFarFromZero,processingHighVariance,4,False,False,863.0,863,0.0057,0.0009
releasesFarFromZero,processingHighVariance,5,False,False,1204.0,1204,0.0059,0.0011
releasesFarFromZero,processingHighVariance,6,False,False,1311.0,1311,0.0043,0.0013
releasesFarFromZero,processingHighVariance,7,False,False,1694.0,1694,0.0061,0.0024
releasesFarFromZero,processingHighVariance,8,False,True,2203.0,inf,0.1072,240.0
releasesFarFromZero,processingHighVariance,9,False,False,2493.0,2493,0.1189,0.0027
releasesFarFromZero,processingLowVariance,10,False,False,3317.0,3317,0.0093,0.0039
releasesFarFromZero,processingLowVariance,11,False,False,4001.0,4001,0.0147,0.0017
releasesFarFromZero,processingLowVariance,12,False,False,4550.0,4550,0.0242,0.0043
releasesFarFromZero,processingLowVariance,13,False,False,5169.0,5169,3.6828,0.0051
releasesFarFromZero,processingLowVariance,14,False,False,5907.0,5907,0.0128,0.0075
releasesFarFromZero,processingLowVariance,15,False,False,6720.0,6720,0.4541,0.0091
releasesFarFromZero,processingLowVariance,16,False,False,7507.0,7507,1.1768,0.0112
releasesFarFromZero,processingLowVariance,17,False,False,8435.0,8435,0.0428,0.0164
releasesFarFromZero,processingLowVariance,18,False,False,9416.0,9416,19.3751,0.0151
releasesFarFromZero,processingLowVariance,19,False,False,10351.0,10351,2.3279,0.03
releasesFarFromZero,processingLowVariance,2,False,False,320.0,320,0.0007,0.0005
releasesFarFromZero,processingLowVariance,20,True,False,11285.0,11285,240.0,0.0353
releasesFarFromZero,processingLowVariance,21,False,False,12482.0,12482,1.2595,0.0279
releasesFarFromZero,processingLowVariance,22,False,False,13617.0,13617,0.1046,0.0211
releasesFarFromZero,processingLowVariance,23,False,False,14717.0,14717,10.7094,0.0379
releasesFarFromZero,processingLowVariance,24,False,False,16015.0,16014,0.4206,0.0249
releasesFarFromZero,processingLowVariance,25,False,False,17378.0,17378,0.1964,0.0258
releasesFarFromZero,processingLowVariance,26,True,False,18643.0,18643,240.0,0.0483
releasesFarFromZero,processingLowVariance,27,False,False,19893.0,19893,0.3269,0.0474
releasesFarFromZero,processingLowVariance,28,False,False,21418.0,21418,2.5985,0.0504
releasesFarFromZero,processingLowVariance,29,False,False,22838.0,22838,1.6246,0.0279
releasesFarFromZero,processingLowVariance,3,False,True,484.0,inf,0.001,240.0
releasesFarFromZero,processingLowVariance,30,True,False,24119.0,24119,240.0,0.0487
releasesFarFromZero,processingLowVariance,4,False,False,745.0,745,0.002,0.0008
releasesFarFromZero,processingLowVariance,5,False,False,1054.0,1054,0.011,0.0012
releasesFarFromZero,processingLowVariance,6,False,False,1386.0,1386,0.0223,0.0013
releasesFarFromZero,processingLowVariance,7,False,False,1738.0,1738,0.0064,0.0024
releasesFarFromZero,processingLowVariance,8,False,False,2311.0,2311,0.0063,0.0019
releasesFarFromZero,processingLowVariance,9,False,False,2758.0,2758,0.0078,0.0036
releasesFarFromZero,processingUniform,10,False,False,2037.0,2037,0.0913,0.0103
releasesFarFromZero,processingUniform,11,False,False,2617.0,2617,0.1099,0.0085
releasesFarFromZero,processingUniform,12,False,False,2408.0,2408,0.406,0.0183
releasesFarFromZero,processingUniform,13,False,False,3851.0,3851,0.1195,0.018
releasesFarFromZero,processingUniform,14,False,False,3070.0,3070,0.2308,0.0489
releasesFarFromZero,processingUniform,15,False,False,4267.0,4267,0.2759,0.0953
releasesFarFromZero,processingUniform,15,False,False,6225.0,6225,3.9436,0.0135
releasesFarFromZero,processingUniform,17,False,False,5671.0,5671,5.0352,0.0265
releasesFarFromZero,processingUniform,18,False,False,7822.0,7822,2.4433,0.0485
releasesFarFromZero,processingUniform,19,False,False,9957.0,9957,46.1347,0.0329
releasesFarFromZero,processingUniform,2,False,True,235.0,inf,0.0008,240.0
releasesFarFromZero,processingUniform,20,False,True,6167.0,inf,4.7292,240.0
releasesFarFromZero,processingUniform,21,False,False,9196.0,9196,0.8939,0.0762
releasesFarFromZero,processingUniform,22,False,False,10944.0,10944,3.1125,0.0541
releasesFarFromZero,processingUniform,23,False,False,9996.0,9996,4.5723,0.2963
releasesFarFromZero,processingUniform,24,False,False,10623.0,10623,0.3322,0.4207
releasesFarFromZero,processingUniform,24,True,False,9450.0,9450,240.0,0.7578
releasesFarFromZero,processingUniform,26,True,False,15956.0,15956,240.0,0.0335
releasesFarFromZero,processingUniform,27,False,False,14686.0,14686,12.8654,0.0999
releasesFarFromZero,processingUniform,28,True,False,15536.0,15536,240.0,0.516
releasesFarFromZero,processingUniform,29,False,True,17913.0,inf,17.5521,240.0
releasesFarFromZero,processingUniform,3,False,False,786.0,786,0.0011,0.0006
releasesFarFromZero,processingUniform,30,False,False,16780.0,16780,0.5667,0.8752
releasesFarFromZero,processingUniform,4,False,False,741.0,741,0.0018,0.0009
releasesFarFromZero,processingUniform,5,False,True,872.0,inf,0.0017,240.0
releasesFarFromZero,processingUniform,6,False,False,1990.0,1990,0.0063,0.0013
releasesFarFromZero,processingUniform,7,False,False,1445.0,1445,0.024,0.0021
releasesFarFromZero,processingUniform,8,False,False,2169.0,2169,0.0786,0.0022
releasesFarFromZero,processingUniform,8,False,False,1342.0,1342,0.0984,0.0048
